Age.Group,Total.Deaths
0-24,0.14738733147903457
25-34,0.5178309543098452
35-44,1.3319560286033165
45-54,3.5306103445843786
55-64,8.47613907136749
65-74,14.496531698029663
75-84,17.877931362704338
85+,20.69014242560534
